"PlayerId","Player","Team","Conference","Category","StatType","Stat"
"4426695","De'jon Benton","USC","Pac-12","defensive","QB HUR","1"
"4565305","Andrew Milek","USC","Pac-12","defensive","SACKS","0"
"4567506","Tahj Washington","USC","Pac-12","defensive","TD","0"
"4431517","Calen Bullock","USC","Pac-12","interceptions","YDS","41"
"4686781","Brenden Rice","USC","Pac-12","receiving","LONG","75"
"4565305","Andrew Milek","USC","Pac-12","defensive","PD","0"
"4431611","Caleb Williams","USC","Pac-12","passing","ATT","388"
"4685351","Tre'Quon Fegans","USC","Pac-12","defensive","QB HUR","0"
"4569515","Max Williams","USC","Pac-12","defensive","PD","1"
"4431580","Miller Moss","USC","Pac-12","passing","YDS","309"
"4429023","MarShawn Lloyd","USC","Pac-12","receiving","REC","13"
"4431048","Jacobe Covington","USC","Pac-12","interceptions","YDS","24"
"4602656","Eric Gentry","USC","Pac-12","defensive","SOLO","21"
"4686781","Brenden Rice","USC","Pac-12","fumbles","FUM","1"
"5101117","Sam Greene","USC","Pac-12","defensive","PD","0"
"4431618","Mario Williams","USC","Pac-12","passing","TD","0"
"4426635","Darwin Barlow","USC","Pac-12","receiving","YPR","10.0"
"4430285","Deuce Palmer","USC","Pac-12","defensive","TFL","0"
"4373474","Jarrett Kingston","USC","Pac-12","fumbles","FUM","0"
"4432660","Anthony Beavers Jr.","USC","Pac-12","defensive","TFL","0"
"4685402","Domani Jackson","USC","Pac-12","defensive","SACKS","0"
"5153154","Tyler Robles","USC","Pac-12","kicking","XPA","1"
"4431580","Miller Moss","USC","Pac-12","rushing","TD","2"
"4697524","Matt Colombo","USC","Pac-12","rushing","YDS","7"
"4432244","Romello Height","USC","Pac-12","defensive","PD","0"
"4685244","Bear Alexander","USC","Pac-12","defensive","QB HUR","4"
"4870922","Duce Robinson","USC","Pac-12","puntReturns","YDS","10"
"4685268","Raleek Brown","USC","Pac-12","rushing","TD","1"
"4426635","Darwin Barlow","USC","Pac-12","receiving","REC","1"
"-7768"," Team","USC","Pac-12","rushing","CAR","11"
"4870612","Zachariah Branch","USC","Pac-12","defensive","TFL","0"
"4875309","Denis Lynch","USC","Pac-12","defensive","SOLO","2"
"5153154","Tyler Robles","USC","Pac-12","kicking","FGM","0"
"4426695","De'jon Benton","USC","Pac-12","defensive","TFL","5.5"
"4426635","Darwin Barlow","USC","Pac-12","rushing","YDS","81"
"4602656","Eric Gentry","USC","Pac-12","interceptions","YDS","0"
"4432244","Romello Height","USC","Pac-12","defensive","TFL","5.0"
"4431611","Caleb Williams","USC","Pac-12","receiving","REC","1"
"4565305","Andrew Milek","USC","Pac-12","defensive","SOLO","1"
"4431619","Ceyair Wright","USC","Pac-12","defensive","TFL","1"
"4875308","Josiah Zamora","USC","Pac-12","receiving","REC","2"
"4426635","Darwin Barlow","USC","Pac-12","receiving","YDS","10"
"4602656","Eric Gentry","USC","Pac-12","interceptions","TD","0"
"4361689","Solomon Byrd","USC","Pac-12","defensive","TD","0"
"4428383","Christian Roland-Wallace","USC","Pac-12","interceptions","YDS","23"
"4921312","Christian Pierce","USC","Pac-12","defensive","PD","0"
"4431580","Miller Moss","USC","Pac-12","passing","INT","0"
"4870659","Tackett Curtis","USC","Pac-12","fumbles","REC","2"
"4429028","Chris Thompson Jr.","USC","Pac-12","defensive","TFL","0"
"4429023","MarShawn Lloyd","USC","Pac-12","receiving","TD","0"
"4431611","Caleb Williams","USC","Pac-12","passing","PCT","0.686"
"4870612","Zachariah Branch","USC","Pac-12","kickReturns","LONG","96"
"4426635","Darwin Barlow","USC","Pac-12","rushing","CAR","8"
"4430601","Kobe Pepe","USC","Pac-12","defensive","TFL","0"
"4685442","Anthony Lucas","USC","Pac-12","defensive","SOLO","6"
"4431247","Raesjon Davis","USC","Pac-12","defensive","SOLO","9"
"4870612","Zachariah Branch","USC","Pac-12","defensive","SACKS","0"
"4870795","Makai Lemon","USC","Pac-12","kickReturns","YDS","94"
"4428383","Christian Roland-Wallace","USC","Pac-12","interceptions","AVG","11.5"
"4685282","Zion Branch","USC","Pac-12","defensive","TFL","0"
"4431618","Mario Williams","USC","Pac-12","receiving","LONG","29"
"4432784","Kyron Ware-Hudson","USC","Pac-12","receiving","YDS","173"
"4429023","MarShawn Lloyd","USC","Pac-12","rushing","CAR","116"
"4870612","Zachariah Branch","USC","Pac-12","receiving","YDS","311"
"4870612","Zachariah Branch","USC","Pac-12","defensive","PD","0"
"4875309","Denis Lynch","USC","Pac-12","defensive","QB HUR","0"
"4569515","Max Williams","USC","Pac-12","defensive","TD","0"
"4870847","Ja'Kobi Lane","USC","Pac-12","receiving","YDS","33"
"4431580","Miller Moss","USC","Pac-12","rushing","YPC","9.5"
"4372508","Jack Sullivan","USC","Pac-12","defensive","SACKS","1"
"4431618","Mario Williams","USC","Pac-12","passing","PCT","1.000"
"4686781","Brenden Rice","USC","Pac-12","receiving","YPR","17.6"
"5121775","Elijah Hughes","USC","Pac-12","defensive","SACKS","0"
"4432244","Romello Height","USC","Pac-12","fumbles","FUM","0"
"-7768"," Team","USC","Pac-12","passing","INT","0"
"4567506","Tahj Washington","USC","Pac-12","receiving","TD","6"
"4569330","Austin Jones","USC","Pac-12","rushing","CAR","74"
"4432660","Anthony Beavers Jr.","USC","Pac-12","fumbles","FUM","0"
"4430601","Kobe Pepe","USC","Pac-12","defensive","PD","0"
"4592573","Michael Jackson III","USC","Pac-12","receiving","LONG","16"
"4697524","Matt Colombo","USC","Pac-12","rushing","YPC","7.0"
"4431247","Raesjon Davis","USC","Pac-12","defensive","QB HUR","1"
"4431618","Mario Williams","USC","Pac-12","rushing","YPC","0.0"
"4870928","Malachi Nelson","USC","Pac-12","passing","INT","0"
"4685244","Bear Alexander","USC","Pac-12","defensive","TFL","5.5"
"4875309","Denis Lynch","USC","Pac-12","defensive","TFL","0"
"4875309","Denis Lynch","USC","Pac-12","defensive","TD","0"
"4870659","Tackett Curtis","USC","Pac-12","fumbles","LOST","0"
"4569330","Austin Jones","USC","Pac-12","defensive","TFL","0"
"4431619","Ceyair Wright","USC","Pac-12","defensive","SACKS","0"
"4428383","Christian Roland-Wallace","USC","Pac-12","defensive","PD","9"
"4426635","Darwin Barlow","USC","Pac-12","receiving","TD","0"
"4430601","Kobe Pepe","USC","Pac-12","defensive","SOLO","0"
"4870612","Zachariah Branch","USC","Pac-12","rushing","LONG","21"
"-7768"," Team","USC","Pac-12","rushing","LONG","0"
"4917949","Quinten Joyner","USC","Pac-12","fumbles","REC","0"
"4567115","Shane Lee","USC","Pac-12","defensive","TOT","26"
"4917949","Quinten Joyner","USC","Pac-12","rushing","TD","1"
"4592573","Michael Jackson III","USC","Pac-12","puntReturns","NO","5"
"4569515","Max Williams","USC","Pac-12","defensive","QB HUR","0"
"4432660","Anthony Beavers Jr.","USC","Pac-12","defensive","TOT","10"
"4429023","MarShawn Lloyd","USC","Pac-12","fumbles","LOST","3"
"4870612","Zachariah Branch","USC","Pac-12","puntReturns","TD","1"
"4431517","Calen Bullock","USC","Pac-12","interceptions","AVG","20.5"
"4685442","Anthony Lucas","USC","Pac-12","defensive","TOT","9"
"4431517","Calen Bullock","USC","Pac-12","defensive","TFL","0"
"4870922","Duce Robinson","USC","Pac-12","receiving","YDS","307"
"4432784","Kyron Ware-Hudson","USC","Pac-12","receiving","REC","15"
"4870612","Zachariah Branch","USC","Pac-12","defensive","SOLO","2"
"4431619","Ceyair Wright","USC","Pac-12","defensive","QB HUR","0"
"4569515","Max Williams","USC","Pac-12","interceptions","AVG","39.0"
"4429023","MarShawn Lloyd","USC","Pac-12","receiving","LONG","54"
"4431580","Miller Moss","USC","Pac-12","passing","ATT","32"
"4430571","Stanley Ta'ufo'ou","USC","Pac-12","defensive","TOT","6"
"4361689","Solomon Byrd","USC","Pac-12","defensive","QB HUR","2"
"4870612","Zachariah Branch","USC","Pac-12","rushing","YPC","8.8"
"-7768"," Team","USC","Pac-12","rushing","YPC","-2.6"
"4426635","Darwin Barlow","USC","Pac-12","rushing","LONG","43"
"4431048","Jacobe Covington","USC","Pac-12","interceptions","TD","0"
"4430211","Jamil Muhammad","USC","Pac-12","defensive","TOT","41"
"4429028","Chris Thompson Jr.","USC","Pac-12","defensive","PD","0"
"4870928","Malachi Nelson","USC","Pac-12","passing","ATT","3"
"4372508","Jack Sullivan","USC","Pac-12","defensive","SOLO","5"
"4431247","Raesjon Davis","USC","Pac-12","defensive","SACKS","0"
"4428383","Christian Roland-Wallace","USC","Pac-12","defensive","SOLO","24"
"4870922","Duce Robinson","USC","Pac-12","puntReturns","LONG","10"
"4567506","Tahj Washington","USC","Pac-12","receiving","YPR","18.5"
"4917949","Quinten Joyner","USC","Pac-12","receiving","LONG","7"
"4905248","Carson Tabaracci","USC","Pac-12","defensive","TFL","0"
"4686781","Brenden Rice","USC","Pac-12","receiving","TD","12"
"4429023","MarShawn Lloyd","USC","Pac-12","rushing","YPC","7.1"
"4605483","Mason Cobb","USC","Pac-12","defensive","SOLO","44"
"4569330","Austin Jones","USC","Pac-12","fumbles","FUM","1"
"4918111","A'Marion Peterson","USC","Pac-12","rushing","YDS","14"
"4430285","Deuce Palmer","USC","Pac-12","defensive","TD","0"
"4870795","Makai Lemon","USC","Pac-12","receiving","REC","4"
"4870659","Tackett Curtis","USC","Pac-12","defensive","PD","0"
"4430571","Stanley Ta'ufo'ou","USC","Pac-12","defensive","SACKS","0"
"4431611","Caleb Williams","USC","Pac-12","receiving","YPR","15.0"
"4685268","Raleek Brown","USC","Pac-12","receiving","LONG","14"
"4685268","Raleek Brown","USC","Pac-12","rushing","YDS","16"
"4432660","Anthony Beavers Jr.","USC","Pac-12","fumbles","LOST","0"
"4917949","Quinten Joyner","USC","Pac-12","rushing","YDS","124"
"4870659","Tackett Curtis","USC","Pac-12","defensive","SACKS","2"
"4918111","A'Marion Peterson","USC","Pac-12","rushing","YPC","7.0"
"5153154","Tyler Robles","USC","Pac-12","kicking","PTS","1"
"4685351","Tre'Quon Fegans","USC","Pac-12","defensive","TD","0"
"4569135","Kyon Barrs","USC","Pac-12","defensive","TOT","13"
"4430571","Stanley Ta'ufo'ou","USC","Pac-12","defensive","TFL","0.5"
"4431517","Calen Bullock","USC","Pac-12","defensive","SOLO","39"
"4428383","Christian Roland-Wallace","USC","Pac-12","interceptions","TD","0"
"4870795","Makai Lemon","USC","Pac-12","receiving","YPR","3.3"
"4683061","Prophet Brown","USC","Pac-12","defensive","TOT","4"
"4569135","Kyon Barrs","USC","Pac-12","defensive","SACKS","0"
"4429028","Chris Thompson Jr.","USC","Pac-12","defensive","TD","0"
"4917949","Quinten Joyner","USC","Pac-12","receiving","REC","1"
"4430211","Jamil Muhammad","USC","Pac-12","defensive","SOLO","27"
"4569330","Austin Jones","USC","Pac-12","defensive","SACKS","0"
"4870612","Zachariah Branch","USC","Pac-12","kickReturns","AVG","18.7"
"4917949","Quinten Joyner","USC","Pac-12","receiving","YDS","7"
"4431611","Caleb Williams","USC","Pac-12","rushing","YDS","115"
"4432660","Anthony Beavers Jr.","USC","Pac-12","defensive","SOLO","8"
